match_api_id,0
1260188,1
674537,1
1989891,1
1474945,-1
1506175,1
2030467,0
1224144,-1
1979845,0
1992166,1
840407,-1
1732727,-1
1994700,0
1505936,-1
1990940,-1
1709799,1
684799,1
888447,0
1473181,1
840013,1
1239666,0
1082992,0
1030068,1
1030380,-1
1778112,1
1256344,1
1712413,1
1043018,-1
2030536,1
859722,-1
1189730,0
1775152,1
1750711,0
1732912,1
839915,-1
2015960,-1
1028841,1
1083379,-1
1732907,-1
1005014,1
1051715,-1
829947,-1
1259365,0
1028566,1
1722236,0
1216988,-1
1536545,1
1222686,1
1051696,1
1778340,0
1471940,1
1239647,-1
875675,-1
1224091,-1
1979839,1
1438236,1
1474354,0
1717870,1
1217174,0
830054,-1
1979926,0
1028871,1
1750679,1
2016003,-1
1230124,1
1227898,-1
1287272,0
1983280,0
1718002,0
483213,0
1256548,1
1224185,-1
1989960,-1
830205,-1
1042819,0
2030375,1
1472978,0
1710046,0
838764,1
1979860,1
1020207,1
1536794,-1
1992125,0
1028526,1
856946,-1
1726116,1
1994743,0
1260132,1
1980001,-1
1028987,-1
1717903,0
1712606,0
1989779,-1
658979,0
1498057,1
1147497,1
857052,0
705379,0
836488,1
1732869,1
1990965,-1
1726049,1
1468523,-1
1983296,0
2060469,1
1287000,0
1536724,0
1471908,1
859772,-1
1718049,1
1260255,0
1051775,-1
1473323,-1
768463,1
1024280,1
1474490,-1
1217184,-1
1989920,0
857305,-1
1750664,-1
1230385,-1
1026931,-1
1224056,1
875641,0
1536750,1
2216659,-1
1474266,-1
539794,0
1230372,1
1239669,1
1992109,1
1468272,1
1222833,1
859832,1
1717850,0
840323,-1
1778263,1
1051752,-1
658879,1
1732737,0
1217078,1
1024566,-1
1468482,1
1471888,0
674532,0
1051771,1
1498199,0
1030199,1
1712620,1
1536865,-1
1224020,1
1709823,1
1778282,1
1709790,-1
1980057,1
1229580,-1
1222813,-1
1224007,1
1224209,-1
1216978,0
1473072,0
1224191,1
830097,1
530459,1
2060532,0
1287092,0
1983534,-1
2060622,0
845057,0
1032861,1
2030179,1
1479239,1
1474411,1
1217122,1
1506157,-1
674425,1
1983374,-1
1778162,-1
1043065,0
654719,1
1786136,0
1051788,1
1287077,1
1712694,-1
2002201,-1
2002247,-1
1019755,1
1227755,1
2030258,0
1217076,1
1473280,1
875861,-1
654094,0
1980071,-1
1228372,1
2002344,0
2015852,0
1536786,1
859781,1
684654,0
1473310,0
830278,0
840356,1
1223212,0
1732865,0
1506082,0
857263,1
489369,1
1471703,-1
2216643,1
1732962,0
1989939,1
1709995,1
1712440,0
1032886,-1
1732823,0
1786332,1
1498116,1
2060408,0
888355,1
674294,-1
1778169,1
1979853,0
1778335,0
1990853,1
1536590,1
1239751,0
705430,-1
1028476,-1
530644,1
1287129,1
1467862,1
2002110,1
2060303,1
1732931,-1
857038,1
704403,0
1024425,1
1287101,1
1471701,1
838732,1
1287063,0
1260031,1
2060597,0
1989909,0
684784,1
1032714,1
1717873,1
1536581,0
1230386,0
674422,1
1082973,-1
1712430,1
1224029,0
1024218,-1
1505971,0
1051818,-1
836388,-1
888401,1
1467881,0
1994648,0
1778191,-1
674303,-1
1979954,-1
1990907,1
1239539,-1
1983386,1
1222834,-1
1019958,0
1506105,-1
1786129,0
954479,1
830045,0
1506147,1
1286990,-1
1506189,1
1748738,1
1750685,0
1019594,1
1775086,-1
2060582,-1
1019437,-1
888417,-1
654194,1
2030426,1
875863,1
705267,0
1989919,-1
2002329,-1
1260263,-1
2030492,1
1019593,1
2002422,1
888267,1
1287257,0
1051612,1
1024591,0
1775096,-1
1506184,1
845073,-1
1712395,-1
830510,0
1474192,-1
1051914,0
875885,-1
1287104,-1
483235,-1
859863,1
705399,-1
1029765,-1
838482,-1
1227759,1
888352,0
857349,1
1994791,0
888319,1
2015860,0
1709762,-1
705432,1
674319,1
1479196,1
1005016,0
1228292,0
2030228,1
838789,1
1051769,0
1717245,-1
1229344,0
1989963,0
1256083,1
875866,1
1032781,1
1732921,1
1506007,0
1712571,-1
829888,1
530139,1
684689,0
1536655,0
859852,1
1474097,1
1505575,1
1083365,1
2030428,-1
1222782,0
1989941,0
654416,1
1994766,-1
1083119,1
1239724,0
1750745,-1
2002336,1
1717968,1
1147473,0
1778247,0
2060500,-1
836496,1
888194,1
1778212,0
1722267,1
829875,0
684767,-1
684710,-1
1717976,-1
2030109,1
1732885,1
1287137,0
1224019,0
820490,0
662357,-1
1506018,1
665729,1
1259983,1
674494,0
1227844,-1
1473097,1
1020000,0
1043040,1
1217096,1
654393,1
1750754,0
665425,1
2030484,0
1732884,-1
859839,0
1216842,-1
1709887,1
1083282,0
1224043,-1
840067,1
2002230,1
840330,-1
1750623,1
1506035,1
856999,-1
1955060,0
1260283,0
1989849,1
838651,1
1019631,-1
1051757,1
1473182,1
1536567,-1
1983342,1
1229114,1
1724320,0
1536659,0
830079,1
1732862,-1
2030365,0
1216972,-1
659038,-1
1468435,-1
1786274,-1
704702,1
1020109,1
2002416,1
875815,0
1536849,0
1239541,1
1019433,1
1992209,-1
1979968,0
836219,0
1019416,-1
1229181,-1
1227828,-1
1287020,1
1786303,1
1717978,1
1239517,0
674353,1
1712697,1
1024770,1
888471,0
2016093,1
1024318,1
1989815,1
483219,0
1217051,-1
1994646,0
2030208,1
1724122,1
1479251,-1
704699,1
654039,0
665700,0
859796,1
1030206,-1
1786248,1
1224099,1
1468259,1
1786118,1
1726133,0
1024550,-1
1474137,-1
875539,0
1029817,1
1786236,0
1028591,0
830213,1
1043023,1
1032713,1
1223286,1
1778269,-1
1030390,1
1256719,1
836611,0
2216662,1
674499,-1
1473233,1
1980045,1
836483,-1
1474565,-1
1083138,-1
2060389,1
1467897,1
859861,0
1260212,1
859854,1
1239487,1
836112,-1
857388,1
483317,1
1026944,0
888485,1
836589,0
1019827,0
830159,0
1217178,1
888362,1
1748796,-1
1051937,-1
483276,1
1473102,1
2002160,1
674545,1
2002349,-1
1239579,-1
1227747,0
875560,1
1229552,1
1042887,1
2015956,1
857140,0
1786125,0
1224031,0
1147481,1
1223341,0
840214,1
1222810,-1
654322,1
1227788,0
1260277,0
1987038,0
1536594,1
857385,1
1002982,0
2060606,-1
1024278,0
1222920,1
654315,1
1709702,1
1029853,-1
1994764,0
684895,1
1979918,-1
1686204,0
1051770,0
1786108,-1
1778230,0
1479135,1
1028628,1
1474556,0
830498,0
1710049,-1
1027009,1
674329,0
1051874,0
685161,1
1030119,1
1051991,-1
1025634,-1
1468109,0
1228223,0
840001,-1
1712422,1
888465,0
1989902,1
1709739,1
1228650,-1
1786291,0
1468504,0
1505598,1
888392,0
1030220,0
1030061,0
1994689,-1
1775132,1
1786037,0
1475089,0
1498104,-1
684776,1
1710029,-1
1992221,0
1992075,0
859653,1
1686223,-1
674531,1
1468284,0
1051746,-1
1287073,1
1467855,-1
1717911,1
840342,-1
1028975,0
1709890,1
2060428,1
489270,1
1223318,0
1083393,-1
2002239,-1
888494,1
1474530,0
1051936,1
705393,1
1020193,-1
1717837,-1
840126,1
1227748,1
1019598,1
1722308,0
2002331,-1
1990957,0
1778369,-1
1732766,-1
2002122,-1
705336,0
875955,1
1473074,1
1239507,-1
1983325,1
1717863,0
1042839,0
2060520,-1
1005030,1
1224053,1
838529,1
875896,1
836277,0
1778345,1
1479054,1
1028618,-1
674379,-1
845094,-1
674301,0
1983510,1
1019410,1
1256591,1
1473088,0
1224092,1
888245,-1
954548,-1
1256675,1
1474520,0
1712591,-1
1020080,0
888188,1
2002148,-1
1256792,1
1536683,1
830306,-1
1083201,-1
2060480,-1
1223348,-1
1216919,0
662440,1
1506174,0
857256,1
888291,1
836354,1
2002334,-1
674476,0
888415,1
1732794,-1
684914,1
1224121,1
1709861,1
1287016,0
1478946,1
1051916,0
830139,1
875490,1
1467864,0
1979844,-1
1260215,1
1024409,1
1239499,1
1019541,1
1032852,-1
1786266,0
1028789,1
1990872,1
1479046,1
1083008,1
1223203,1
1468172,1
2015890,-1
1536854,1
859736,-1
1229279,1
954501,1
1024178,-1
836679,1
1712423,-1
1505935,1
1980051,1
1260171,0
705326,-1
1726112,-1
2015906,-1
888170,0
